"Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Halftime.Score","Attendance","Seven.m.goals","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Phase"
"SKKP Handball Brno","Pepino SKP Frýdek-Místek",29,29,"22.4.2017","16 : 14","283","5 : 6","Martin Kosa, Pavel Švidernoch","Zdenek Missbach","Pavel Cejka","Aleš Chrastina","Petr Mazur","5till8placeMatch"
"Dukla Praha","SKKP Handball Brno",34,20,"25.3.2017","16 : 9","285","1 : 2","Tomáš Kozler, Martin Zych","Jan Josef","Jirí Kotrc","Zdenek Missbach","Pavel Cejka","QuarterfinalsMatch"
"HK FCC Mesto Lovosice","HCB Karviná",31,29,"25.3.2017","17 : 13","730","1 : 1","Václav Horácek, Jirí Novotný","Milan Berka","Pavel Haken","Marek Michalisko","Alexander Radcenko","QuarterfinalsMatch"
"HC ROBE Zubrí","Pepino SKP Frýdek-Místek",23,19,"25.3.2017","12 : 6","1328","3 : 1","Michal Hanák, Luboš Pavlícek","Andrej Titkov","Ivo Tovaryš","Aleš Chrastina","Petr Mazur","QuarterfinalsMatch"
"M.A.T. Plzen","HBC Ronal Jicín",26,23,"25.3.2017","15 : 9","980","3 : 3","Pavel Blanar, Michael Haramul","Martin Šetlík","Stanislav Raizl","Aleš Babák","Petr Kyncl","QuarterfinalsMatch"
"Dukla Praha","SKKP Handball Brno",29,19,"26.3.2017","11 : 10","310","2 : 4","Martin Kosa, Pavel Švidernoch","Jan Josef","Jirí Kotrc","Zdenek Missbach","Pavel Cejka","QuarterfinalsMatch"
"HK FCC Mesto Lovosice","HCB Karviná",32,20,"26.3.2017","15 : 12","752","2 : 0","Marek Becicka, Tomáš Bubenícek","Milan Berka","Pavel Haken","Marek Michalisko","Alexander Radcenko","QuarterfinalsMatch"
"M.A.T. Plzen","HBC Ronal Jicín",34,24,"26.3.2017","18 : 10","935","6 : 2","Dalibor Pavlát, Ludek Tocík","Martin Šetlík","Stanislav Raizl","Aleš Babák","Petr Kyncl","QuarterfinalsMatch"
"HC ROBE Zubrí","Pepino SKP Frýdek-Místek",33,27,"26.3.2017","17 : 16","1184","3 : 2","Premysl Fukala, Radek Mohyla","Andrej Titkov","Ivo Tovaryš","Aleš Chrastina","Petr Mazur","QuarterfinalsMatch"
"SKKP Handball Brno","Dukla Praha",25,35,"1.4.2017","9 : 16","254","3 : 6","Pavel Blanar, Michael Haramul","Zdenek Missbach","Pavel Cejka","Jan Josef","Jirí Kotrc","QuarterfinalsMatch"
"HCB Karviná","HK FCC Mesto Lovosice",35,31,"1.4.2017","19 : 17","668","4 : 2","Dalibor Pavlát, Ludek Tocík","Marek Michalisko","Jan Užek","Milan Berka","Pavel Haken","QuarterfinalsMatch"
"HBC Ronal Jicín","M.A.T. Plzen",24,27,"1.4.2017","12 : 14","620","6 : 3","Premysl Fukala, Radek Mohyla","Aleš Babák","Petr Kyncl","Martin Šetlík","Stanislav Raizl","QuarterfinalsMatch"
"Pepino SKP Frýdek-Místek","HC ROBE Zubrí",24,31,"1.4.2017","13 : 12","476","3 : 3","Marek Becicka, Tomáš Bubenícek","Aleš Chrastina","Petr Mazur","Andrej Titkov","Ivo Tovaryš","QuarterfinalsMatch"
"HCB Karviná","HK FCC Mesto Lovosice",31,27,"2.4.2017","16 : 11","708","3 : 1","Milan Hájek, Karel Macho","Marek Michalisko","Jan Užek","Milan Berka","Pavel Haken","QuarterfinalsMatch"
"HK FCC Mesto Lovosice","HCB Karviná",35,24,"8.4.2017","17 : 13","1062","2 : 3","Milan Hájek, Karel Macho","Milan Berka","Pavel Haken","Marek Michalisko","Alexander Radcenko","QuarterfinalsMatch"
"Sokol Nové Veselí","Cement Hranice",28,25,"28.4.2017","15 : 9","300","2 : 3","Milan Hájek, Karel Macho","Pavel Hladík","Filip Vecera","Libor Hrabal","Martin Stržínek","9till12placeMatch"
"Tatran Litovel","Koprivnice",33,31,"29.4.2017","19 : 14","0","1 : 5","Marek Becicka, Tomáš Bubenícek","Kvetoslav Kuba","Jirí Macek","Ivo Vávra","Igor Fulnek","9till12placeMatch"
"Cement Hranice","Tatran Litovel",29,22,"23.4.2017","15 : 11","255","4 : 3","Adam Baader, Jirí Novotný","Libor Hrabal","Martin Stržínek","Michal Hradil","Jirí Macek","9till12placeMatch"
"Koprivnice","Sokol Nové Veselí",23,29,"23.4.2017","9 : 12","230","2 : 2","Jirí Králícek, Milan Letev","Ivo Vávra","Igor Fulnek","Pavel Hladík","Tomáš Augustýn","9till12placeMatch"
"Tatran Litovel","Sokol Nové Veselí",27,34,"12.4.2017","15 : 18","181","1 : 2","Mojmír Valášek, Jaroslav Vychodil","Michal Hradil","Jirí Macek","Pavel Hladík","Stanislav Krcál","9till12placeMatch"
"Cement Hranice","Koprivnice",24,25,"14.4.2017","12 : 12","257","3 : 6","Dalibor Pavlát, Ludek Tocík","Libor Hrabal","Martin Stržínek","Ivo Vávra","Igor Fulnek","9till12placeMatch"
"Cement Hranice","Sokol Nové Veselí",24,23,"9.4.2017","12 : 12","170","1 : 4","Pavel Blanar, Michael Haramul","Libor Hrabal","Martin Stržínek","Pavel Hladík","Stanislav Krcál","9till12placeMatch"
"Koprivnice","Tatran Litovel",25,25,"9.4.2017","10 : 11","320","5 : 3","Premysl Fukala, Radek Mohyla","Ivo Vávra","Igor Fulnek","Michal Hradil","Jirí Macek","9till12placeMatch"
"Sokol Nové Veselí","Koprivnice",35,24,"1.4.2017","17 : 11","250","3 : 4","Jirí Opava, Pavel Válek","Pavel Hladík","Filip Vecera","Ivo Vávra","Igor Fulnek","9till12placeMatch"
"Tatran Litovel","Cement Hranice",24,26,"1.4.2017","9 : 14","294","3 : 2","Milan Hájek, Karel Macho","Michal Hradil","Jirí Macek","Libor Hrabal","Martin Stržínek","9till12placeMatch"
"Koprivnice","Cement Hranice",23,25,"26.3.2017","10 : 16","330","4 : 0","Michal Hanák, Luboš Pavlícek","Ivo Vávra","Igor Fulnek","Libor Hrabal","Martin Stržínek","9till12placeMatch"
"Sokol Nové Veselí","Tatran Litovel",25,22,"26.3.2017","12 : 10","350","3 : 2","Jirí Králícek, Milan Letev","Pavel Hladík","Filip Vecera","Michal Hradil","Jirí Macek","9till12placeMatch"
"Dukla Praha","Tatran Litovel",40,18,"15.3.2017","20 : 8","140","2 : 2","Dalibor Pavlát, Ludek Tocík","Jan Josef","Jirí Kotrc","Michal Hradil","Jirí Macek","RegularPhaseMatch"
"HC ROBE Zubrí","Koprivnice",29,23,"15.3.2017","14 : 12","0","2 : 3","Marek Becicka, Tomáš Bubenícek","Andrej Titkov","Ivo Tovaryš","Ivo Vávra","Igor Fulnek","RegularPhaseMatch"
"Pepino SKP Frýdek-Místek","HCB Karviná",35,29,"15.3.2017","18 : 14","613","2 : 2","Premysl Fukala, Radek Mohyla","Aleš Chrastina","Petr Mazur","Marek Michalisko","Zdenek Mrózek","RegularPhaseMatch"
"Cement Hranice","HBC Ronal Jicín",27,30,"15.3.2017","12 : 14","125","5 : 1","Milan Hájek, Karel Macho","Libor Hrabal","Martin Stržínek","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"SKKP Handball Brno","M.A.T. Plzen",26,34,"15.3.2017","11 : 18","385","6 : 0","Michal Hanák, Luboš Pavlícek","Zdenek Missbach","Pavel Cejka","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Sokol Nové Veselí","HK FCC Mesto Lovosice",26,29,"15.3.2017","16 : 17","413","1 : 3","Tomáš Kozler, Martin Zych","Pavel Hladík","Stanislav Krcál","Milan Berka","Pavel Haken","RegularPhaseMatch"
"HBC Ronal Jicín","M.A.T. Plzen",23,26,"11.3.2017","12 : 15","690","2 : 1","Jirí Opava, Pavel Válek","Aleš Babák","Petr Kyncl","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"HCB Karviná","Cement Hranice",39,31,"11.3.2017","19 : 15","586","2 : 2","Marek Becicka, Tomáš Bubenícek","Marek Michalisko","Alexander Radcenko","Libor Hrabal","Martin Stržínek","RegularPhaseMatch"
"HK FCC Mesto Lovosice","Pepino SKP Frýdek-Místek",28,32,"11.3.2017","16 : 12","619","4 : 1","Milan Hájek, Karel Macho","Milan Berka","Pavel Haken","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Tatran Litovel","Sokol Nové Veselí",27,31,"11.3.2017","12 : 15","369","1 : 2","Michal Hanák, Luboš Pavlícek","Michal Hradil","Jirí Macek","Pavel Hladík","Stanislav Krcál","RegularPhaseMatch"
"Koprivnice","Dukla Praha",30,34,"11.3.2017","14 : 18","0","4 : 8","Václav Horácek, Jirí Novotný","Ivo Vávra","Igor Fulnek","Jan Josef","Jirí Kotrc","RegularPhaseMatch"
"SKKP Handball Brno","HC ROBE Zubrí",28,28,"11.3.2017","17 : 13","560","2 : 3","Pavel Blanar, Michael Haramul","Zdenek Missbach","Pavel Cejka","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch"
"M.A.T. Plzen","HCB Karviná",35,26,"1.3.2017","18 : 11","652","2 : 4","Václav Horácek, Jirí Novotný","Martin Šetlík","Stanislav Raizl","Marek Michalisko","Alexander Radcenko","RegularPhaseMatch"
"Cement Hranice","HK FCC Mesto Lovosice",26,28,"4.3.2017","12 : 13","160","2 : 2","Dalibor Pavlát, Ludek Tocík","Libor Hrabal","Martin Schober","Milan Berka","Pavel Haken","RegularPhaseMatch"
"Dukla Praha","SKKP Handball Brno",27,21,"4.3.2017","12 : 10","185","7 : 3","Premysl Fukala, Radek Mohyla","Jan Josef","Jirí Kotrc","Zdenek Missbach","Pavel Cejka","RegularPhaseMatch"
"Tatran Litovel","Koprivnice",37,37,"4.3.2017","16 : 19","303","4 : 3","Tomáš Kozler, Martin Zych","Michal Hradil","Jirí Macek","Ivo Vávra","Igor Fulnek","RegularPhaseMatch"
"HC ROBE Zubrí","HBC Ronal Jicín",30,25,"4.3.2017","13 : 13","1050","4 : 2","Martin Kosa, Pavel Švidernoch","Andrej Titkov","Ivo Tovaryš","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Sokol Nové Veselí","Pepino SKP Frýdek-Místek",33,22,"4.3.2017","16 : 15","350","0 : 2","Václav Horácek, Jirí Novotný","Pavel Hladík","Filip Vecera","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"HBC Ronal Jicín","Dukla Praha",21,23,"22.2.2017","12 : 11","610","2 : 1","Michal Hanák, Luboš Pavlícek","Aleš Babák","Petr Kyncl","Jan Josef","Jirí Kotrc","RegularPhaseMatch"
"HK FCC Mesto Lovosice","M.A.T. Plzen",22,29,"25.2.2017","17 : 13","918","4 : 0","Premysl Fukala, Radek Mohyla","Milan Berka","Pavel Haken","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"SKKP Handball Brno","Tatran Litovel",30,26,"25.2.2017","11 : 14","382","2 : 2","Martin Kosa, Pavel Švidernoch","Zdenek Missbach","Pavel Cejka","Michal Hradil","Jirí Macek","RegularPhaseMatch"
"Koprivnice","Sokol Nové Veselí",37,28,"25.2.2017","20 : 16","350","2 : 1","Radoslav Kavulic, Lukáš Frieser","Ivo Vávra","Igor Fulnek","Pavel Hladík","Stanislav Krcál","RegularPhaseMatch"
"HCB Karviná","HC ROBE Zubrí",25,19,"26.2.2017","12 : 12","893","0 : 1","Lukáš Frieser, Radoslav Kavulic","Marek Michalisko","Alexander Radcenko","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch"
"Pepino SKP Frýdek-Místek","Cement Hranice",33,26,"26.2.2017","13 : 14","468","4 : 4","Premysl Fukala, Radek Mohyla","Aleš Chrastina","Petr Mazur","Libor Hrabal","Karel Magrla","RegularPhaseMatch"
"HC ROBE Zubrí","HK FCC Mesto Lovosice",36,20,"16.2.2017","15 : 9","1143","1 : 1","Michal Hanák, Luboš Pavlícek","Andrej Titkov","Ivo Tovaryš","Milan Berka","Pavel Haken","RegularPhaseMatch"
"Dukla Praha","HCB Karviná",36,31,"18.2.2017","19 : 12","145","4 : 4","Marek Becicka, Tomáš Bubenícek","Jan Josef","Jirí Kotrc","Marek Michalisko","Alexander Radcenko","RegularPhaseMatch"
"Tatran Litovel","HBC Ronal Jicín",31,24,"18.2.2017","11 : 13","252","3 : 4","Lukáš Frieser, Radoslav Kavulic","Michal Hradil","Jirí Macek","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Koprivnice","SKKP Handball Brno",26,24,"18.2.2017","13 : 12","400","2 : 3","Mojmír Valášek, Jaroslav Vychodil","Ivo Vávra","Igor Fulnek","Zdenek Missbach","Pavel Cejka","RegularPhaseMatch"
"Sokol Nové Veselí","Cement Hranice",29,24,"18.2.2017","13 : 12","0","5 : 3","Martin Kosa, Pavel Švidernoch","Pavel Hladík","Filip Vecera","Libor Hrabal","Martin Schober","RegularPhaseMatch"
"M.A.T. Plzen","Pepino SKP Frýdek-Místek",39,28,"19.2.2017","19 : 13","798","3 : 3","Lukáš Frieser, Radoslav Kavulic","Martin Šetlík","Stanislav Raizl","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"HK FCC Mesto Lovosice","Dukla Praha",33,30,"10.2.2017","17 : 15","810","3 : 0","Michal Nezbeda, Václav Zelenka","Milan Berka","Pavel Haken","Jan Josef","Daniel Curda","RegularPhaseMatch"
"SKKP Handball Brno","Sokol Nové Veselí",25,24,"11.2.2017","10 : 11","719","2 : 4","Michal Hanák, Luboš Pavlícek","Zdenek Missbach","Pavel Cejka","Pavel Hladík","Filip Vecera","RegularPhaseMatch"
"HBC Ronal Jicín","Koprivnice",32,28,"11.2.2017","16 : 11","640","1 : 1","Premysl Fukala, Radek Mohyla","Aleš Babák","Petr Kyncl","Ivo Vávra","Igor Fulnek","RegularPhaseMatch"
"HCB Karviná","Tatran Litovel",38,34,"12.2.2017","18 : 13","512","5 : 4","Mojmír Valášek, Jaroslav Vychodil","Marek Michalisko","Alexander Radcenko","Michal Hradil","Jirí Macek","RegularPhaseMatch"
"Cement Hranice","M.A.T. Plzen",25,25,"12.2.2017","11 : 14","205","2 : 2","Pavel Blanar, Michael Haramul","Libor Hrabal","Martin Potiška","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Pepino SKP Frýdek-Místek","HC ROBE Zubrí",24,32,"12.2.2017","11 : 16","456","4 : 4","Marek Becicka, Tomáš Bubenícek","Aleš Chrastina","Petr Mazur","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch"
"Dukla Praha","Pepino SKP Frýdek-Místek",28,21,"4.2.2017","17 : 9","210","4 : 3","Tomáš Kozler, Martin Zych","Jan Josef","Daniel Curda","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Tatran Litovel","HK FCC Mesto Lovosice",28,39,"4.2.2017","13 : 17","330","2 : 2","Pavel Blanar, Michael Haramul","Michal Hradil","Jirí Macek","Milan Berka","Pavel Haken","RegularPhaseMatch"
"SKKP Handball Brno","HBC Ronal Jicín",25,19,"4.2.2017","14 : 8","0","3 : 3","Dalibor Pavlát, Ludek Tocík","Zdenek Missbach","Pavel Cejka","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"HC ROBE Zubrí","Cement Hranice",33,20,"4.2.2017","17 : 8","1154","4 : 2","Premysl Fukala, Radek Mohyla","Andrej Titkov","Ivo Tovaryš","Libor Hrabal","Karel Magrla","RegularPhaseMatch"
"Koprivnice","HCB Karviná",26,25,"4.2.2017","12 : 18","0","3 : 3","Marek Becicka, Tomáš Bubenícek","Ivo Vávra","Igor Fulnek","Marek Michalisko","Alexander Radcenko","RegularPhaseMatch"
"Sokol Nové Veselí","M.A.T. Plzen",29,29,"5.2.2017","15 : 12","350","2 : 3","Jirí Králícek, Milan Letev","Pavel Hladík","Filip Vecera","Martin Šetlík","Ladislav Cech","RegularPhaseMatch"
"Cement Hranice","Dukla Praha",19,34,"17.12.2016","8 : 17","140","5 : 3","Michal Nezbeda, Václav Zelenka","Libor Hrabal","Martin Schober","Jan Josef","Jirí Kotrc","RegularPhaseMatch"
"HK FCC Mesto Lovosice","Koprivnice",36,23,"17.12.2016","19 : 10","608","3 : 3","Tomáš Kozler, Martin Zych","Milan Berka","Pavel Haken","Ivo Vávra","Igor Fulnek","RegularPhaseMatch"
"HBC Ronal Jicín","Sokol Nové Veselí",28,23,"17.12.2016","16 : 13","550","0 : 3","Milan Hájek, Karel Macho","Aleš Babák","Petr Kyncl","Pavel Hladík","Filip Vecera","RegularPhaseMatch"
"HCB Karviná","SKKP Handball Brno",33,26,"18.12.2016","15 : 11","610","1 : 4","Michal Nezbeda, Václav Zelenka","Marek Michalisko","Alexander Radcenko","Zdenek Missbach","Pavel Cejka","RegularPhaseMatch"
"Pepino SKP Frýdek-Místek","Tatran Litovel",24,21,"18.12.2016","12 : 11","426","5 : 3","Mojmír Valášek, Jaroslav Vychodil","Aleš Chrastina","Petr Mazur","Michal Hradil","Jirí Macek","RegularPhaseMatch"
"M.A.T. Plzen","HC ROBE Zubrí",30,25,"8.2.2017","15 : 13","910","2 : 3","Michal Hanák, Pavel Válek","Martin Šetlík","Stanislav Raizl","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch"
"Dukla Praha","M.A.T. Plzen",32,23,"10.12.2016","15 : 10","255","2 : 2","Marek Becicka, Tomáš Bubenícek","Jan Josef","Jirí Kotrc","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Tatran Litovel","Cement Hranice",28,29,"10.12.2016","14 : 13","238","1 : 1","Michal Hanák, Luboš Pavlícek","Michal Hradil","Jirí Macek","Libor Hrabal","Martin Schober","RegularPhaseMatch"
"HBC Ronal Jicín","HCB Karviná",29,31,"10.12.2016","17 : 17","640","1 : 0","Dalibor Pavlát, Ludek Tocík","Aleš Babák","Petr Kyncl","Marek Michalisko","Alexander Radcenko","RegularPhaseMatch"
"Koprivnice","Pepino SKP Frýdek-Místek",25,27,"10.12.2016","13 : 15","320","3 : 3","Václav Horácek, Jirí Novotný","Ivo Vávra","Igor Fulnek","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"SKKP Handball Brno","HK FCC Mesto Lovosice",32,29,"10.12.2016","16 : 14","0","6 : 1","Michal Nezbeda, Václav Zelenka","Zdenek Missbach","Pavel Cejka","Milan Berka","Pavel Haken","RegularPhaseMatch"
"Sokol Nové Veselí","HC ROBE Zubrí",21,29,"10.12.2016","10 : 12","500","4 : 3","David Šlezingr, Jirí Špunar","Pavel Hladík","Filip Vecera","Andrej Titkov","Pavel Hrachovec","RegularPhaseMatch"
"HK FCC Mesto Lovosice","HBC Ronal Jicín",28,30,"3.12.2016","15 : 17","675","3 : 4","Milan Hájek, Karel Macho","Milan Berka","Pavel Haken","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"HCB Karviná","Sokol Nové Veselí",29,30,"4.12.2016","16 : 14","560","1 : 3","Jirí Králícek, Milan Letev","Marek Michalisko","Alexander Radcenko","Pavel Hladík","Filip Vecera","RegularPhaseMatch"
"Cement Hranice","Koprivnice",29,16,"4.12.2016","12 : 10","275","1 : 3","Dalibor Pavlát, Ludek Tocík","Libor Hrabal","Martin Schober","Ivo Vávra","Igor Fulnek","RegularPhaseMatch"
"M.A.T. Plzen","Tatran Litovel",33,20,"4.12.2016","18 : 8","760","2 : 0","Pavel Blanar, Michael Haramul","Martin Šetlík","Stanislav Raizl","Michal Hradil","David Barabáš","RegularPhaseMatch"
"Pepino SKP Frýdek-Místek","SKKP Handball Brno",26,21,"4.12.2016","12 : 9","460","5 : 5","Martin Kosa, Pavel Švidernoch","Aleš Chrastina","Petr Mazur","Zdenek Missbach","Pavel Cejka","RegularPhaseMatch"
"HC ROBE Zubrí","Dukla Praha",24,29,"4.12.2016","12 : 13","1042","4 : 2","Václav Horácek, Jirí Novotný","Andrej Titkov","Pavel Hrachovec","Jan Josef","Jirí Kotrc","RegularPhaseMatch"
"Tatran Litovel","HC ROBE Zubrí",32,34,"26.11.2016","13 : 15","368","3 : 4","Martin Kosa, Pavel Švidernoch","Michal Hradil","Jirí Macek","Andrej Titkov","Pavel Hrachovec","RegularPhaseMatch"
"HBC Ronal Jicín","Pepino SKP Frýdek-Místek",25,24,"26.11.2016","11 : 12","620","8 : 2","Pavel Blanar, Michael Haramul","Aleš Babák","Petr Kyncl","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Koprivnice","M.A.T. Plzen",26,27,"26.11.2016","15 : 13","320","1 : 1","Jirí Opava, Pavel Válek","Ivo Vávra","Igor Fulnek","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Sokol Nové Veselí","Dukla Praha",29,26,"26.11.2016","14 : 11","400","6 : 2","Dalibor Pavlát, Ludek Tocík","Pavel Hladík","Filip Vecera","Jan Josef","Jirí Kotrc","RegularPhaseMatch"
"SKKP Handball Brno","Cement Hranice",22,26,"26.11.2016","9 : 13","0","5 : 2","Tomáš Kozler, Martin Zych","Zdenek Missbach","Pavel Cejka","Libor Hrabal","Martin Schober","RegularPhaseMatch"
"HCB Karviná","HK FCC Mesto Lovosice",30,29,"27.11.2016","13 : 12","920","2 : 3","Jirí Opava, Pavel Válek","Marek Michalisko","Alexander Radcenko","Milan Berka","Pavel Haken","RegularPhaseMatch"
"HK FCC Mesto Lovosice","Sokol Nové Veselí",42,33,"19.11.2016","19 : 18","758","2 : 0","Tomáš Kozler, Martin Zych","Milan Berka","Pavel Haken","Pavel Hladík","Filip Vecera","RegularPhaseMatch"
"Tatran Litovel","Dukla Praha",29,27,"19.11.2016","15 : 13","312","2 : 3","Michal Hanák, Luboš Pavlícek","Michal Hradil","Jirí Macek","Jan Josef","Jirí Kotrc","RegularPhaseMatch"
"HBC Ronal Jicín","Cement Hranice",23,21,"19.11.2016","9 : 10","665","2 : 1","Michal Nezbeda, Václav Zelenka","Aleš Babák","Petr Kyncl","Libor Hrabal","Martin Schober","RegularPhaseMatch"
"Koprivnice","HC ROBE Zubrí",30,37,"19.11.2016","14 : 19","420","4 : 3","Marek Becicka, Tomáš Bubenícek","Ivo Vávra","Igor Fulnek","Andrej Titkov","Pavel Hrachovec","RegularPhaseMatch"
"HCB Karviná","Pepino SKP Frýdek-Místek",30,25,"20.11.2016","16 : 10","716","2 : 4","Marek Becicka, Tomáš Bubenícek","Marek Michalisko","Alexander Radcenko","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"M.A.T. Plzen","SKKP Handball Brno",34,20,"20.11.2016","16 : 8","970","3 : 1","Martin Kosa, Pavel Švidernoch","Martin Šetlík","Stanislav Raizl","Zdenek Missbach","Pavel Cejka","RegularPhaseMatch"
